userId;state;action_reward;n_state
886;178&5|772&1|3&3|101&4|1324&2|268&5|17&4|164&4|919&4|403&4|33&4|628&3;1074&2|819&4|693&4|1231&3;178&5|772&1|3&3|101&4|1324&2|268&5|17&4|164&4|919&4|403&4|33&4|628&3|1074&2|819&4|693&4|1231&3
812;326&4|333&5|748&5|682&4|288&4|358&3|302&3|289&1|678&4|300&5|245&2|1393&3;292&3|873&4|881&4|261&1;326&4|333&5|748&5|682&4|288&4|358&3|302&3|289&1|678&4|300&5|245&2|1393&3|292&3|873&4|881&4|261&1
87;585&4|1185&4|199&5|274&4|926&4|49&5|167&4|118&4|211&5|566&5|1049&3|568&5;21&3|132&5|196&5|97&5;585&4|1185&4|199&5|274&4|926&4|49&5|167&4|118&4|211&5|566&5|1049&3|568&5|21&3|132&5|196&5|97&5
731;481&3|648&4|487&4|510&1|705&5|520&4|127&4|662&3|183&1|215&5|216&5|283&4;320&1|125&3|508&1|196&5;481&3|648&4|487&4|510&1|705&5|520&4|127&4|662&3|183&1|215&5|216&5|283&4|320&1|125&3|508&1|196&5
340;143&5|480&5|1&5|66&5|71&5|588&5|265&5|173&5|435&4|526&5|180&3|584&3;1133&5|946&5|405&5|502&2;143&5|480&5|1&5|66&5|71&5|588&5|265&5|173&5|435&4|526&5|180&3|584&3|1133&5|946&5|405&5|502&2
161;186&4|428&3|22&2|56&3|98&4|272&5|286&2|523&3|70&3|204&2|435&2|1266&2;118&2|929&1|181&2|177&2;186&4|428&3|22&2|56&3|98&4|272&5|286&2|523&3|70&3|204&2|435&2|1266&2|118&2|929&1|181&2|177&2
531;332&4|288&1|990&5|245&4|323&5|312&5|905&4|898&5|286&5|690&5|259&1|908&1;894&1|1316&4|313&5|895&2;332&4|288&1|990&5|245&4|323&5|312&5|905&4|898&5|286&5|690&5|259&1|908&1|894&1|1316&4|313&5|895&2
772;1025&3|264&4|879&4|258&5|344&4|302&5|259&2|272&5|332&4|313&5|300&4|321&5;288&2|752&3|751&3|307&4;1025&3|264&4|879&4|258&5|344&4|302&5|259&2|272&5|332&4|313&5|300&4|321&5|288&2|752&3|751&3|307&4
649;117&5|298&4|275&2|250&3|1283&2|147&4|181&4|1&5|471&5|15&4|1016&4|24&4;254&4|323&3|678&3|1244&3;117&5|298&4|275&2|250&3|1283&2|147&4|181&4|1&5|471&5|15&4|1016&4|24&4|254&4|323&3|678&3|1244&3
667;275&4|79&3|1101&3|427&5|301&1|268&3|234&2|131&5|192&5|318&5|216&4|357&5;98&4|660&4|527&4|482&4;275&4|79&3|1101&3|427&5|301&1|268&3|234&2|131&5|192&5|318&5|216&4|357&5|98&4|660&4|527&4|482&4
247;222&3|257&4|300&2|271&2|340&3|272&4|58&4|70&5|750&4|121&4|736&5|7&4;64&5|258&5|111&5|1&4;222&3|257&4|300&2|271&2|340&3|272&4|58&4|70&5|750&4|121&4|736&5|7&4|64&5|258&5|111&5|1&4
823;1067&4|159&3|83&3|919&4|134&5|215&4|531&4|425&5|160&4|170&4|96&4|188&5;66&4|95&4|91&3|53&5;1067&4|159&3|83&3|919&4|134&5|215&4|531&4|425&5|160&4|170&4|96&4|188&5|66&4|95&4|91&3|53&5
282;358&3|288&4|300&3|258&5|269&4|305&4|879&2|302&5|338&3|294&4|890&4|319&4;325&1|271&3|307&3|343&4;358&3|288&4|300&3|258&5|269&4|305&4|879&2|302&5|338&3|294&4|890&4|319&4|325&1|271&3|307&3|343&4
865;831&1|845&1|271&1|121&1|408&5|1028&1|7&5|1&1|412&1|240&2|744&4|328&3;588&2|627&1|99&1|1240&5;831&1|845&1|271&1|121&1|408&5|1028&1|7&5|1&1|412&1|240&2|744&4|328&3|588&2|627&1|99&1|1240&5
276;219&4|763&3|930&2|250&4|879&3|1228&1|721&3|433&4|128&4|425&4|210&4|410&4;719&3|890&3|1095&1|74&3;219&4|763&3|930&2|250&4|879&3|1228&1|721&3|433&4|128&4|425&4|210&4|410&4|719&3|890&3|1095&1|74&3
183;77&3|212&4|121&3|649&4|88&3|176&3|1090&2|375&2|54&2|226&3|1217&3|50&2;273&4|331&3|230&5|159&4;77&3|212&4|121&3|649&4|88&3|176&3|1090&2|375&2|54&2|226&3|1217&3|50&2|273&4|331&3|230&5|159&4
683;270&3|754&3|347&4|340&4|880&3|62&4|682&1|300&3|294&3|1483&3|911&3|906&4;588&4|127&4|472&3|22&4;270&3|754&3|347&4|340&4|880&3|62&4|682&1|300&3|294&3|1483&3|911&3|906&4|588&4|127&4|472&3|22&4
148;177&2|238&4|50&5|140&1|496&3|432&5|357&5|713&3|228&4|194&5|549&3|132&4;408&5|181&5|663&5|151&4;177&2|238&4|50&5|140&1|496&3|432&5|357&5|713&3|228&4|194&5|549&3|132&4|408&5|181&5|663&5|151&4
308;843&3|1&4|273&2|475&4|213&4|319&4|684&3|234&3|656&3|65&3|657&4|91&4;68&4|501&4|568&5|968&4;843&3|1&4|273&2|475&4|213&4|319&4|684&3|234&3|656&3|65&3|657&4|91&4|68&4|501&4|568&5|968&4
455;159&3|71&3|200&5|584&4|100&4|428&4|692&3|196&4|9&4|942&4|924&3|934&3;568&4|343&4|755&3|289&3;159&3|71&3|200&5|584&4|100&4|428&4|692&3|196&4|9&4|942&4|924&3|934&3|568&4|343&4|755&3|289&3
576;56&3|7&5|237&4|815&3|137&3|678&3|210&4|204&4|208&3|100&4|15&4|825&4;181&4|248&4|475&1|324&2;56&3|7&5|237&4|815&3|137&3|678&3|210&4|204&4|208&3|100&4|15&4|825&4|181&4|248&4|475&1|324&2
259;269&3|98&4|181&4|772&4|313&5|288&3|12&5|928&4|475&5|180&5|185&4|176&4;750&4|39&4|762&2|235&2;269&3|98&4|181&4|772&4|313&5|288&3|12&5|928&4|475&5|180&5|185&4|176&4|750&4|39&4|762&2|235&2
26;845&3|508&3|148&3|222&3|628&3|750&4|126&4|7&3|748&1|117&3|815&2|286&3;1014&3|181&4|413&2|100&5;845&3|508&3|148&3|222&3|628&3|750&4|126&4|7&3|748&1|117&3|815&2|286&3|1014&3|181&4|413&2|100&5
390;328&4|289&3|754&4|1&5|286&4|277&2|740&4|302&5|126&5|329&3|300&5|124&4;713&4|9&5|515&4|283&4;328&4|289&3|754&4|1&5|286&4|277&2|740&4|302&5|126&5|329&3|300&5|124&4|713&4|9&5|515&4|283&4
15;815&1|125&5|935&3|283&4|938&3|301&4|285&4|459&5|328&3|18&1|275&4|255&5;926&1|934&4|411&2|476&4;815&1|125&5|935&3|283&4|938&3|301&4|285&4|459&5|328&3|18&1|275&4|255&5|926&1|934&4|411&2|476&4
178;66&4|363&3|176&4|926&4|232&5|298&2|89&4|96&4|97&5|435&4|215&5|156&2;864&2|1051&3|849&3|682&3;66&4|363&3|176&4|926&4|232&5|298&2|89&4|96&4|97&5|435&4|215&5|156&2|864&2|1051&3|849&3|682&3
61;748&2|331&2|310&4|258&4|1127&4|751&3|690&2|304&4|301&1|328&5|327&2|294&2;342&2|347&5|678&3|243&2;748&2|331&2|310&4|258&4|1127&4|751&3|690&2|304&4|301&1|328&5|327&2|294&2|342&2|347&5|678&3|243&2
504;100&5|632&3|82&4|223&5|581&4|969&4|595&4|196&4|655&4|479&4|404&4|448&5;441&4|1037&1|973&4|563&3;100&5|632&3|82&4|223&5|581&4|969&4|595&4|196&4|655&4|479&4|404&4|448&5|441&4|1037&1|973&4|563&3
333;894&3|483&4|79&3|513&4|186&4|269&2|316&5|435&4|520&4|315&5|873&3|748&4;88&5|98&4|127&4|66&5;894&3|483&4|79&3|513&4|186&4|269&2|316&5|435&4|520&4|315&5|873&3|748&4|88&5|98&4|127&4|66&5
391;22&4|510&5|1101&4|497&3|479&4|188&3|98&4|421&2|168&4|200&5|651&5|191&3;508&2|282&4|591&4|64&5;22&4|510&5|1101&4|497&3|479&4|188&3|98&4|421&2|168&4|200&5|651&5|191&3|508&2|282&4|591&4|64&5
76;200&5|960&3|1006&3|1007&4|197&5|343&3|216&4|56&5|59&4|851&4|531&4|6&5;1155&2|121&2|1153&2|93&4;200&5|960&3|1006&3|1007&4|197&5|343&3|216&4|56&5|59&4|851&4|531&4|6&5|1155&2|121&2|1153&2|93&4
193;485&5|684&4|722&3|328&3|690&4|268&3|73&3|673&4|269&4|343&1|742&4|362&3;147&2|715&3|246&3|276&4;485&5|684&4|722&3|328&3|690&4|268&3|73&3|673&4|269&4|343&1|742&4|362&3|147&2|715&3|246&3|276&4
246;98&4|385&1|77&2|628&1|561&1|1039&4|469&3|790&3|1218&3|802&1|55&4|230&3;252&1|809&2|816&4|719&4;98&4|385&1|77&2|628&1|561&1|1039&4|469&3|790&3|1218&3|802&1|55&4|230&3|252&1|809&2|816&4|719&4
414;288&5|270&5|294&2|260&3|272&5|258&5|895&4|302&5|324&4|313&4|678&1|300&4;11&5|433&5|100&5|886&4;288&5|270&5|294&2|260&3|272&5|258&5|895&4|302&5|324&4|313&4|678&1|300&4|11&5|433&5|100&5|886&4
168;15&5|280&4|275&3|472&3|763&2|1197&5|1028&2|988&2|288&1|546&3|125&4|1016&5;284&2|597&3|252&1|225&5;15&5|280&4|275&3|472&3|763&2|1197&5|1028&2|988&2|288&1|546&3|125&4|1016&5|284&2|597&3|252&1|225&5
872;1047&4|272&4|905&4|290&2|628&4|118&4|546&4|363&4|310&4|405&4|300&5|237&4;332&3|323&2|334&1|975&4;1047&4|272&4|905&4|290&2|628&4|118&4|546&4|363&4|310&4|405&4|300&5|237&4|332&3|323&2|334&1|975&4
639;357&3|269&3|58&3|1193&4|471&2|300&3|427&4|1163&1|162&3|202&2|638&4|509&3;516&4|739&3|371&1|194&4;357&3|269&3|58&3|1193&4|471&2|300&3|427&4|1163&1|162&3|202&2|638&4|509&3|516&4|739&3|371&1|194&4
544;286&4|327&2|750&3|302&5|328&3|270&3|326&3|749&4|310&2|304&3|313&5|301&2;343&2|338&2|748&3|312&2;286&4|327&2|750&3|302&5|328&3|270&3|326&3|749&4|310&2|304&3|313&5|301&2|343&2|338&2|748&3|312&2
55;1016&1|685&1|50&4|273&5|597&2|118&5|181&4|254&2|678&3|121&3|405&1|117&3;144&5|89&5|79&5|22&5;1016&1|685&1|50&4|273&5|597&2|118&5|181&4|254&2|678&3|121&3|405&1|117&3|144&5|89&5|79&5|22&5
369;988&3|50&5|919&5|168&3|358&3|948&2|166&4|752&4|751&4|316&5|890&3|172&5;114&5|268&5|271&5|196&5;988&3|50&5|919&5|168&3|358&3|948&2|166&4|752&4|751&4|316&5|890&3|172&5|114&5|268&5|271&5|196&5
311;679&4|265&5|849&3|661&3|211&3|380&4|530&3|178&5|386&3|232&3|578&2|630&5;484&4|559&2|1232&4|521&4;679&4|265&5|849&3|661&3|211&3|380&4|530&3|178&5|386&3|232&3|578&2|630&5|484&4|559&2|1232&4|521&4
863;886&3|299&2|294&4|877&1|322&1|330&2|321&4|342&1|270&3|898&1|682&3|349&1;242&4|906&4|1237&4|910&2;886&3|299&2|294&4|877&1|322&1|330&2|321&4|342&1|270&3|898&1|682&3|349&1|242&4|906&4|1237&4|910&2
133;315&4|539&1|304&3|902&3|286&2|322&2|308&4|306&4|294&3|258&5|328&3|749&4;355&2|343&2|260&1|245&3;315&4|539&1|304&3|902&3|286&2|322&2|308&4|306&4|294&3|258&5|328&3|749&4|355&2|343&2|260&1|245&3
342;772&1|1528&3|13&3|692&1|57&3|262&2|486&5|1014&1|137&2|1094&3|1163&3|196&3;378&4|189&5|517&5|1167&1;772&1|1528&3|13&3|692&1|57&3|262&2|486&5|1014&1|137&2|1094&3|1163&3|196&3|378&4|189&5|517&5|1167&1
425;281&2|670&3|250&4|302&5|234&3|568&3|294&2|686&3|751&2|443&2|403&4|27&3;912&2|334&4|529&4|310&3;281&2|670&3|250&4|302&5|234&3|568&3|294&2|686&3|751&2|443&2|403&4|27&3|912&2|334&4|529&4|310&3
857;898&5|300&3|321&4|14&4|283&5|348&1|294&3|19&4|687&1|259&4|892&3|304&2;20&3|475&5|24&1|275&5;898&5|300&3|321&4|14&4|283&5|348&1|294&3|19&4|687&1|259&4|892&3|304&2|20&3|475&5|24&1|275&5
402;126&4|245&1|275&5|511&5|471&4|273&4|258&4|235&3|276&5|475&3|476&3|529&4;95&5|1101&4|48&5|483&5;126&4|245&1|275&5|511&5|471&4|273&4|258&4|235&3|276&5|475&3|476&3|529&4|95&5|1101&4|48&5|483&5
475;70&4|315&4|100&5|354&2|539&3|381&4|303&1|347&4|306&5|313&2|269&4|286&2;259&5|127&4|316&5|50&5;70&4|315&4|100&5|354&2|539&3|381&4|303&1|347&4|306&5|313&2|269&4|286&2|259&5|127&4|316&5|50&5
809;340&4|299&4|313&4|289&1|300&4|302&5|315&5|328&5|258&3|307&5|319&3|286&4;245&3|1025&1|678&2|748&3;340&4|299&4|313&4|289&1|300&4|302&5|315&5|328&5|258&3|307&5|319&3|286&4|245&3|1025&1|678&2|748&3
33;895&3|678&4|339&3|260&4|880&3|751&4|288&4|872&3|879&3|307&3|313&5|258&4;348&4|343&4|245&3|323&4;895&3|678&4|339&3|260&4|880&3|751&4|288&4|872&3|879&3|307&3|313&5|258&4|348&4|343&4|245&3|323&4
456;433&4|92&4|582&5|60&4|234&3|1134&4|1057&3|125&4|616&3|216&4|763&4|50&4;1222&2|226&2|101&3|959&4;433&4|92&4|582&5|60&4|234&3|1134&4|1057&3|125&4|616&3|216&4|763&4|50&4|1222&2|226&2|101&3|959&4
204;303&5|242&5|874&3|268&3|269&4|1022&5|245&3|258&2|1296&5|170&5|333&1|288&3;482&4|1194&4|297&5|9&5;303&5|242&5|874&3|268&3|269&4|1022&5|245&3|258&2|1296&5|170&5|333&1|288&3|482&4|1194&4|297&5|9&5
152;69&5|280&5|191&5|1028&5|143&5|204&4|286&5|133&5|483&5|97&5|781&5|527&4;88&5|794&5|790&5|780&5;69&5|280&5|191&5|1028&5|143&5|204&4|286&5|133&5|483&5|97&5|781&5|527&4|88&5|794&5|790&5|780&5
296;293&5|275&4|221&5|250&2|259&1|510&5|685&4|9&4|515&5|246&4|32&4|282&4;276&5|181&5|498&5|186&3;293&5|275&4|221&5|250&2|259&1|510&5|685&4|9&4|515&5|246&4|32&4|282&4|276&5|181&5|498&5|186&3
919;418&4|7&3|322&3|748&1|319&3|264&3|137&2|591&3|301&3|11&4|832&3|236&5;286&4|305&4|270&4|70&4;418&4|7&3|322&3|748&1|319&3|264&3|137&2|591&3|301&3|11&4|832&3|236&5|286&4|305&4|270&4|70&4
694;429&4|178&4|434&5|191&5|1028&3|530&5|648&5|449&4|203&4|606&4|699&4|427&4;50&5|71&4|448&3|28&4;429&4|178&4|434&5|191&5|1028&3|530&5|648&5|449&4|203&4|606&4|699&4|427&4|50&5|71&4|448&3|28&4
933;226&2|135&4|11&4|230&3|474&5|96&2|1188&1|110&1|164&2|153&3|157&4|69&4;452&1|1110&3|665&1|546&2;226&2|135&4|11&4|230&3|474&5|96&2|1188&1|110&1|164&2|153&3|157&4|69&4|452&1|1110&3|665&1|546&2
704;491&5|304&2|193&5|654&5|322&2|300&2|481&5|528&3|657&4|69&3|289&3|22&2;152&2|1299&3|156&3|197&5;491&5|304&2|193&5|654&5|322&2|300&2|481&5|528&3|657&4|69&3|289&3|22&2|152&2|1299&3|156&3|197&5
571;657&4|604&3|47&3|484&4|462&4|144&2|114&4|174&4|496&3|124&4|194&3|191&4;964&4|64&4|32&2|357&4;657&4|604&3|47&3|484&4|462&4|144&2|114&4|174&4|496&3|124&4|194&3|191&4|964&4|64&4|32&2|357&4
439;288&3|475&3|1048&4|276&5|7&4|242&5|285&5|1600&5|237&5|268&4|125&3|307&3;1328&4|282&3|240&3|290&4;288&3|475&3|1048&4|276&5|7&4|242&5|285&5|1600&5|237&5|268&4|125&3|307&3|1328&4|282&3|240&3|290&4
595;121&2|475&5|820&2|282&4|763&3|922&4|826&1|222&3|151&5|288&3|1094&3|1312&3;864&4|762&4|293&4|369&3;121&2|475&5|820&2|282&4|763&3|922&4|826&1|222&3|151&5|288&3|1094&3|1312&3|864&4|762&4|293&4|369&3
561;206&3|568&3|241&2|201&3|794&2|942&3|417&2|210&3|506&3|1024&3|12&5|171&5;578&3|542&1|546&1|1229&1;206&3|568&3|241&2|201&3|794&2|942&3|417&2|210&3|506&3|1024&3|12&5|171&5|578&3|542&1|546&1|1229&1
760;255&3|845&5|216&2|365&5|258&5|25&2|185&2|162&3|172&3|98&3|125&4|873&4;120&1|682&3|451&5|1135&4;255&3|845&5|216&2|365&5|258&5|25&2|185&2|162&3|172&3|98&3|125&4|873&4|120&1|682&3|451&5|1135&4
526;748&1|150&2|294&3|270&3|750&4|298&4|181&4|323&2|343&3|282&3|886&3|312&2;508&4|277&2|1084&5|475&5;748&1|150&2|294&3|270&3|750&4|298&4|181&4|323&2|343&3|282&3|886&3|312&2|508&4|277&2|1084&5|475&5
880;62&3|328&4|38&3|1215&1|585&1|456&3|636&3|1013&3|187&5|257&5|258&4|121&2;315&5|902&4|310&3|794&4;62&3|328&4|38&3|1215&1|585&1|456&3|636&3|1013&3|187&5|257&5|258&4|121&2|315&5|902&4|310&3|794&4
357;476&3|245&4|274&4|1277&5|455&5|866&5|742&4|270&5|147&5|273&5|111&5|546&5;105&4|407&3|291&4|977&5;476&3|245&4|274&4|1277&5|455&5|866&5|742&4|270&5|147&5|273&5|111&5|546&5|105&4|407&3|291&4|977&5
288;223&3|214&2|527&3|196&5|177&3|174&4|346&5|294&2|632&4|286&4|515&4|50&4;272&5|202&5|593&2|742&3;223&3|214&2|527&3|196&5|177&3|174&4|346&5|294&2|632&4|286&4|515&4|50&4|272&5|202&5|593&2|742&3
834;294&3|245&4|1017&2|50&5|475&5|751&3|323&2|342&2|117&4|886&4|744&4|347&4;255&3|7&4|13&2|282&4;294&3|245&4|1017&2|50&5|475&5|751&3|323&2|342&2|117&4|886&4|744&4|347&4|255&3|7&4|13&2|282&4
582;405&3|237&3|676&2|742&3|328&3|151&4|117&3|100&5|1&4|271&4|948&1|477&4;472&4|831&2|411&1|1014&4;405&3|237&3|676&2|742&3|328&3|151&4|117&3|100&5|1&4|271&4|948&1|477&4|472&4|831&2|411&1|1014&4
515;288&4|307&4|1399&4|258&4|315&4|893&1|682&4|323&3|313&4|292&3|259&3|362&4;328&2|748&2|329&2|289&1;288&4|307&4|1399&4|258&4|315&4|893&1|682&4|323&3|313&4|292&3|259&3|362&4|328&2|748&2|329&2|289&1
619;346&3|39&2|174&4|313&5|825&2|127&4|295&4|27&4|1016&4|328&1|327&3|326&2;720&4|53&2|403&5|17&1;346&3|39&2|174&4|313&5|825&2|127&4|295&4|27&4|1016&4|328&1|327&3|326&2|720&4|53&2|403&5|17&1
199;687&1|285&4|276&4|813&3|93&4|751&3|116&5|322&2|221&4|117&3|7&4|243&1;475&5|405&2|508&4|14&4;687&1|285&4|276&4|813&3|93&4|751&3|116&5|322&2|221&4|117&3|7&4|243&1|475&5|405&2|508&4|14&4
23;238&5|19&4|32&3|151&3|62&3|1&5|170&4|451&2|387&3|14&4|710&4|275&5;222&4|386&4|227&3|404&4;238&5|19&4|32&3|151&3|62&3|1&5|170&4|451&2|387&3|14&4|710&4|275&5|222&4|386&4|227&3|404&4
839;333&4|235&4|255&3|1381&3|319&1|50&5|292&3|121&3|455&4|93&4|475&5|257&3;696&2|123&3|1009&3|1048&1;333&4|235&4|255&3|1381&3|319&1|50&5|292&3|121&3|455&4|93&4|475&5|257&3|696&2|123&3|1009&3|1048&1
189;134&5|172&5|479&5|485&4|16&3|105&2|246&4|10&5|135&4|499&4|513&4|8&5;433&5|512&4|143&5|418&3;134&5|172&5|479&5|485&4|16&3|105&2|246&4|10&5|135&4|499&4|513&4|8&5|433&5|512&4|143&5|418&3
343;642&4|288&2|168&4|606&5|1008&4|744&4|462&4|663&5|169&5|134&5|476&2|483&5;67&3|510&5|429&4|53&5;642&4|288&2|168&4|606&5|1008&4|744&4|462&4|663&5|169&5|134&5|476&2|483&5|67&3|510&5|429&4|53&5
415;243&1|479&4|269&4|328&5|754&4|180&5|323&2|258&4|322&4|483&5|1524&5|204&4;641&3|185&4|154&4|480&5;243&1|479&4|269&4|328&5|754&4|180&5|323&2|258&4|322&4|483&5|1524&5|204&4|641&3|185&4|154&4|480&5
713;689&3|286&3|750&3|272&4|1431&3|539&3|340&3|269&4|362&1|302&4|345&3|882&3;1127&3|307&3|898&3|344&5;689&3|286&3|750&3|272&4|1431&3|539&3|340&3|269&4|362&1|302&4|345&3|882&3|1127&3|307&3|898&3|344&5
537;300&1|921&3|1070&3|123&2|948&1|305&4|419&2|890&1|543&5|301&2|483&4|472&2;72&1|140&2|724&3|1045&3;300&1|921&3|1070&3|123&2|948&1|305&4|419&2|890&1|543&5|301&2|483&4|472&2|72&1|140&2|724&3|1045&3
344;97&3|1137&3|12&5|196&4|50&5|306&5|459&4|25&4|546&3|64&5|647&4|367&5;96&4|715&4|244&3|122&1;97&3|1137&3|12&5|196&4|50&5|306&5|459&4|25&4|546&3|64&5|647&4|367&5|96&4|715&4|244&3|122&1
446;307&3|300&3|883&3|322&3|334&3|270&4|288&2|299&2|340&2|879&3|688&2|326&2;303&2|754&3|302&4|311&2;307&3|300&3|883&3|322&3|334&3|270&4|288&2|299&2|340&2|879&3|688&2|326&2|303&2|754&3|302&4|311&2
901;15&5|56&1|121&4|66&5|430&3|679&4|63&5|111&3|322&4|204&5|560&3|229&4;728&4|402&4|864&5|509&4;15&5|56&1|121&4|66&5|430&3|679&4|63&5|111&3|322&4|204&5|560&3|229&4|728&4|402&4|864&5|509&4
65;173&3|135&4|70&1|125&4|69&3|239&5|661&4|427&5|736&4|168&4|65&3|28&4;202&4|63&2|194&4|514&4;173&3|135&4|70&1|125&4|69&3|239&5|661&4|427&5|736&4|168&4|65&3|28&4|202&4|63&2|194&4|514&4
598;243&2|258&5|259&3|269&3|292&4|750&5|308&4|323&4|313&5|347&3|748&4|751&3;312&5|350&4|538&4|349&4;243&2|258&5|259&3|269&3|292&4|750&5|308&4|323&4|313&5|347&3|748&4|751&3|312&5|350&4|538&4|349&4
347;1016&3|928&3|216&3|686&5|588&3|294&1|192&4|246&4|12&3|125&5|713&3|186&5;200&4|163&4|627&4|721&5;1016&3|928&3|216&3|686&5|588&3|294&1|192&4|246&4|12&3|125&5|713&3|186&5|200&4|163&4|627&4|721&5
493;288&4|1016&4|455&5|182&5|150&5|156&1|238&3|886&2|763&4|174&3|343&3|652&5;333&4|318&5|12&3|65&4;288&4|1016&4|455&5|182&5|150&5|156&1|238&3|886&2|763&4|174&3|343&3|652&5|333&4|318&5|12&3|65&4
855;1021&3|45&3|179&3|170&2|171&3|510&4|86&2|919&3|165&4|512&4|638&4|166&4;529&4|531&3|582&3|198&4;1021&3|45&3|179&3|170&2|171&3|510&4|86&2|919&3|165&4|512&4|638&4|166&4|529&4|531&3|582&3|198&4
337;127&3|121&5|229&3|50&5|227&5|125&4|250&3|15&5|151&5|371&4|235&3|515&5;631&4|636&4|392&5|879&3;127&3|121&5|229&3|50&5|227&5|125&4|250&3|15&5|151&5|371&4|235&3|515&5|631&4|636&4|392&5|879&3
543;153&3|1073&3|403&4|71&4|694&4|636&3|118&3|647&3|168&3|147&4|191&4|704&3;810&3|2&3|381&4|702&2;153&3|1073&3|403&4|71&4|694&4|636&3|118&3|647&3|168&3|147&4|191&4|704&3|810&3|2&3|381&4|702&2
147;340&4|292&5|690&4|304&5|305&4|750&5|302&4|269&4|898&5|751&2|258&4|319&4;345&4|339&5|270&3|301&5;340&4|292&5|690&4|304&5|305&4|750&5|302&4|269&4|898&5|751&2|258&4|319&4|345&4|339&5|270&3|301&5
179;1127&1|1316&3|353&1|347&3|905&4|321&1|538&4|333&5|303&1|916&5|354&4|305&4;346&3|751&1|307&3|345&1;1127&1|1316&3|353&1|347&3|905&4|321&1|538&4|333&5|303&1|916&5|354&4|305&4|346&3|751&1|307&3|345&1
774;31&1|398&1|72&1|23&3|53&4|179&5|189&2|1110&1|197&1|732&1|774&1|501&1;413&1|741&1|986&1|7&2;31&1|398&1|72&1|23&3|53&4|179&5|189&2|1110&1|197&1|732&1|774&1|501&1|413&1|741&1|986&1|7&2
654;1&4|255&2|318&5|756&4|14&2|252&2|476&3|151&4|1035&4|1009&3|100&1|87&4;720&4|97&3|678&4|81&2;1&4|255&2|318&5|756&4|14&2|252&2|476&3|151&4|1035&4|1009&3|100&1|87&4|720&4|97&3|678&4|81&2
661;249&3|145&1|237&4|189&4|647&4|676&4|52&4|117&4|8&5|174&5|144&5|972&3;89&5|1045&3|58&4|192&4;249&3|145&1|237&4|189&4|647&4|676&4|52&4|117&4|8&5|174&5|144&5|972&3|89&5|1045&3|58&4|192&4
299;100&3|1507&3|730&4|190&5|176&4|302&4|588&4|634&2|249&3|289&3|28&4|889&3;1103&4|72&3|971&2|517&4;100&3|1507&3|730&4|190&5|176&4|302&4|588&4|634&2|249&3|289&3|28&4|889&3|1103&4|72&3|971&2|517&4
524;135&3|168&3|642&4|573&4|558&4|227&2|322&4|193&4|461&3|1152&3|501&2|471&4;77&3|150&2|1126&1|836&2;135&3|168&3|642&4|573&4|558&4|227&2|322&4|193&4|461&3|1152&3|501&2|471&4|77&3|150&2|1126&1|836&2
174;393&4|246&5|323&1|248&5|56&5|721&2|395&1|288&3|476&4|597&3|216&5|347&4;139&3|388&1|1091&3|1313&4;393&4|246&5|323&1|248&5|56&5|721&2|395&1|288&3|476&4|597&3|216&5|347&4|139&3|388&1|1091&3|1313&4
321;479&4|48&4|173&4|83&4|190&4|607&4|135&4|514&4|100&4|197&5|419&4|531&4;493&4|507&3|428&4|521&2;479&4|48&4|173&4|83&4|190&4|607&4|135&4|514&4|100&4|197&5|419&4|531&4|493&4|507&3|428&4|521&2
281;331&3|301&3|326&1|288&4|294&3|258&2|690&5|877&4|682&3|310&4|289&3|304&5;989&2|322&4|259&3|938&2;331&3|301&3|326&1|288&4|294&3|258&2|690&5|877&4|682&3|310&4|289&3|304&5|989&2|322&4|259&3|938&2
438;471&4|619&4|280&5|284&2|237&5|286&2|148&5|845&4|1&4|301&4|281&4|181&4;815&5|1028&2|118&4|476&5;471&4|619&4|280&5|284&2|237&5|286&2|148&5|845&4|1&4|301&4|281&4|181&4|815&5|1028&2|118&4|476&5
277;872&3|25&4|50&3|473&2|276&4|925&4|282&4|9&4|591&4|619&4|508&4|1011&3;273&5|302&4|117&4|286&5;872&3|25&4|50&3|473&2|276&4|925&4|282&4|9&4|591&4|619&4|508&4|1011&3|273&5|302&4|117&4|286&5
326;239&3|528&3|588&3|173&5|679&3|187&1|317&3|654&1|659&4|403&3|181&4|481&1;443&5|53&1|441&2|1118&2;239&3|528&3|588&3|173&5|679&3|187&1|317&3|654&1|659&4|403&3|181&4|481&1|443&5|53&1|441&2|1118&2
929;23&3|22&5|187&5|136&3|318&4|204&4|98&5|431&1|271&2|654&3|144&3|127&5;56&4|188&4|433&2|32&3;23&3|22&5|187&5|136&3|318&4|204&4|98&5|431&1|271&2|654&3|144&3|127&5|56&4|188&4|433&2|32&3
170;326&5|333&4|258&3|687&3|300&5|294&3|323&3|322&5|328&3|299&3|288&3|876&3;749&5|348&3|259&3|678&4;326&5|333&4|258&3|687&3|300&5|294&3|323&3|322&5|328&3|299&3|288&3|876&3|749&5|348&3|259&3|678&4
405;584&1|422&1|470&1|504&2|27&1|563&1|62&1|645&1|785&1|1517&1|195&5|654&2;61&1|958&1|213&2|1546&1;584&1|422&1|470&1|504&2|27&1|563&1|62&1|645&1|785&1|1517&1|195&5|654&2|61&1|958&1|213&2|1546&1
