item_id;vectors
1632;0.5614237|-0.4401034|0.2838774|0.2959136|-0.2872448|0.40880433|-0.38956267|0.5437537|-0.065519094|-0.376175|0.5257108|-0.33884332|0.18479602|-0.34310678|0.61681|-0.6706839|-0.19649668|0.403476|0.40841863|-0.40847215|0.09858631|0.15047738|-0.43343142|-0.20361064|-0.32044828|-0.3990473|-0.20378691|0.66304237|0.047948778|-0.40477034|-0.30855688|0.041403048|0.46861577|0.08015585|-0.43889868|0.31613156|-0.35015967|0.2302244|-0.34586486|-0.39717826|-0.18041994|-0.38425177|-0.49978197|-0.5138031|-0.032353483|-0.43691006|-0.3191679|0.05630135|0.330221|0.2848605|0.43772456|-0.32007766|-0.34393412|0.012000373|-0.31504548|0.18078113|-0.2932167|-0.4391595|-0.16973564|-0.46113503|-0.20817071|0.18338181|0.3792062|-0.04558277|-0.028428001|0.22287175|-0.2629057|0.012142662|-0.019119054|0.26103163|-0.3126466|0.17250066|-0.3028526|0.03578598|-0.5308698|0.17358395|-0.40753692|-0.60999405|0.24829558|-0.07487282|0.099815264|-0.017478485|-0.26449496|0.050982405|-0.3489345|-0.059315976|0.2987144|0.004120428|0.26629278|0.4021802|-0.33908984|0.2344209|-0.3699691|0.21138903|-0.15625955|-0.065634474|-0.25675|0.684301|0.19701529|-0.29342055
1633;0.51703167|-0.3991288|0.27253234|0.29333156|-0.24575624|0.37657744|-0.37218365|0.57797873|-0.109874696|-0.37320268|0.54544336|-0.32940498|0.1901096|-0.3029188|0.56384444|-0.5996955|-0.14404663|0.41434458|0.46584693|-0.43022117|0.098849446|0.24802934|-0.49098668|-0.22437248|-0.25115135|-0.4406696|-0.17006046|0.6096555|0.12729985|-0.5007548|-0.35280997|0.03213471|0.43827304|0.089186266|-0.42436177|0.31985316|-0.40876633|0.17118049|-0.3363349|-0.39435905|-0.17481731|-0.36078817|-0.46894464|-0.46611685|0.043020524|-0.45598122|-0.3602977|0.042870943|0.29657236|0.22040422|0.3899863|-0.32064253|-0.3786019|0.02490612|-0.23447894|0.24171738|-0.38045457|-0.5193778|-0.103959605|-0.45136645|-0.14281341|0.13040093|0.39761162|-0.03696125|-0.07087433|0.2231424|-0.22554974|0.01823109|0.05061502|0.2046174|-0.34191263|0.21495956|-0.3287241|-0.06119316|-0.44300544|0.1131169|-0.32737625|-0.56275207|0.25181454|-0.10197129|0.09726335|-0.05132455|-0.25622606|0.04249544|-0.31386524|-0.060438935|0.30149135|0.06438427|0.30680627|0.3625564|-0.41178164|0.32370156|-0.36719334|0.22149526|-0.19292879|-0.13538559|-0.23569022|0.60746217|0.21205615|-0.3065708
1634;0.5151763|-0.37679592|0.30785254|0.32792056|-0.27825505|0.36697596|-0.37132084|0.56515944|-0.048203755|-0.34316906|0.619601|-0.40636185|0.16862655|-0.3026447|0.6281807|-0.5700239|-0.1822136|0.3886643|0.38622028|-0.46409643|0.03814276|0.15991808|-0.45194876|-0.21945335|-0.2979848|-0.44186926|-0.20819497|0.5895313|0.041323297|-0.4787001|-0.3704316|-0.0009437036|0.3976211|0.045588374|-0.46584052|0.32896698|-0.4122483|0.1962892|-0.35483631|-0.48270792|-0.14913788|-0.3885211|-0.47808364|-0.5226188|-0.0087207295|-0.51785314|-0.32913923|-0.017989527|0.24310435|0.22947048|0.41564834|-0.36803114|-0.29658362|-0.029302886|-0.29360253|0.22060171|-0.29738012|-0.44946954|-0.10712795|-0.5064706|-0.16634251|0.12029489|0.38317862|-0.046871558|-0.037031732|0.19479598|-0.3142679|-0.0035726242|-0.0012448095|0.27623466|-0.34323928|0.19074738|-0.30172828|-0.06625468|-0.46655327|0.17745435|-0.40256032|-0.6357744|0.29770124|-0.108506545|0.09440285|-0.092370614|-0.25651208|-0.012205116|-0.4041685|-0.06461437|0.35011503|0.09278193|0.28653345|0.41268733|-0.42846313|0.28788793|-0.39083236|0.14722541|-0.17639278|-0.09781234|-0.21434753|0.62927014|0.19825065|-0.2450943
1635;0.5246367|-0.3525361|0.3115754|0.215561|-0.3144241|0.44777077|-0.32975912|0.60471284|-0.12831369|-0.3723541|0.6164152|-0.34876448|0.18456548|-0.3394503|0.5938988|-0.6020682|-0.085613936|0.3780538|0.40508336|-0.46007538|0.045242146|0.18982875|-0.46198553|-0.2705399|-0.24880062|-0.35957244|-0.21011011|0.599046|0.036347654|-0.4588519|-0.33124363|0.052944325|0.4362053|0.08841415|-0.41702318|0.34917447|-0.41351888|0.23351039|-0.4097276|-0.4629414|-0.14361718|-0.33306944|-0.4655657|-0.42453045|-0.03251388|-0.4639602|-0.34157756|0.050552297|0.27166444|0.20050104|0.33355027|-0.3774158|-0.3491711|-0.01806938|-0.29389632|0.1771479|-0.31119016|-0.44608426|-0.15379992|-0.49102935|-0.16857243|0.1575717|0.40465966|0.0164694|-0.027728504|0.15372229|-0.2879725|-0.010723833|0.01543482|0.17496344|-0.331734|0.23468795|-0.33383232|-0.06196981|-0.49037233|0.18079486|-0.34210035|-0.5873691|0.25038028|-0.14305001|0.009349775|-0.052999597|-0.25117263|-0.0187802|-0.3944422|-0.030692335|0.30090743|0.032972075|0.25378576|0.39990565|-0.38006985|0.30742744|-0.33493543|0.21416263|-0.19348097|-0.06803805|-0.22471645|0.62937784|0.27236718|-0.2068524
1636;0.5594274|-0.40954039|0.32097605|0.23624697|-0.33503038|0.35739547|-0.36266163|0.52569604|-0.042453658|-0.44790626|0.5298177|-0.361045|0.17676194|-0.37746996|0.58040464|-0.57051545|-0.1980793|0.32176805|0.4719251|-0.40541568|0.0075446963|0.19343011|-0.50846756|-0.19313419|-0.21661977|-0.3681525|-0.21011546|0.67008847|0.06378414|-0.42889878|-0.33967414|-0.034804516|0.4368012|0.08249846|-0.49394825|0.25700834|-0.42481956|0.23234653|-0.4451377|-0.46819812|-0.07470216|-0.34299344|-0.46950462|-0.48192307|0.015975423|-0.43563664|-0.301355|0.053634305|0.27548638|0.23684748|0.381956|-0.27278167|-0.26866126|0.031384073|-0.27272555|0.16978641|-0.35761285|-0.53054494|-0.058176983|-0.48748952|-0.17204398|0.21301939|0.42095384|0.006631773|0.004825281|0.25970793|-0.30508396|-0.042144313|-0.02562948|0.23570022|-0.36989725|0.14420155|-0.33224386|0.01033132|-0.53847635|0.1949934|-0.35875928|-0.57858205|0.30119702|-0.12082343|0.029531665|-0.049975015|-0.27240545|0.023687962|-0.40690255|-0.04415587|0.34725368|0.06171891|0.27423725|0.34606948|-0.44313958|0.32668576|-0.40503392|0.24991246|-0.20135774|-0.077768296|-0.25559962|0.6808409|0.17662556|-0.2355207
1637;0.6098732|-0.44786784|0.25208727|0.27276096|-0.31299996|0.41640362|-0.29437846|0.52159446|-0.103199065|-0.3659336|0.5964804|-0.391375|0.1597158|-0.3192174|0.58055043|-0.67526263|-0.18523292|0.4260828|0.40066043|-0.4300997|0.03132448|0.17717671|-0.5385993|-0.2721272|-0.30438817|-0.4184169|-0.20040797|0.5868619|0.07544252|-0.40245318|-0.298826|0.0612033|0.39010894|0.056047063|-0.4181603|0.35154158|-0.34980562|0.1932959|-0.42075974|-0.4816905|-0.09563635|-0.3322913|-0.42443886|-0.49557728|0.039559312|-0.46299505|-0.34127507|0.01564787|0.3168188|0.26107252|0.36910784|-0.3449046|-0.33054987|-0.080153644|-0.28916168|0.15661429|-0.29823333|-0.4773067|-0.12642916|-0.45763254|-0.13454|0.22309959|0.3701031|-0.04123766|0.0018472541|0.16756772|-0.3011137|-0.039990347|-0.031104695|0.23832014|-0.32138848|0.124702945|-0.28298706|0.021013657|-0.52203923|0.19835113|-0.36180618|-0.5855679|0.24882819|-0.05822772|0.04015774|-0.045031454|-0.2529621|-0.027062718|-0.4259628|-0.026298475|0.32114407|0.07719834|0.24495007|0.39793748|-0.3924389|0.30379158|-0.31984973|0.1590968|-0.16135836|-0.13744323|-0.28129676|0.68474406|0.23813394|-0.23138437
1638;0.37830752|-0.5717945|0.21958703|0.43506908|-0.74244976|0.42286277|-0.44675452|0.9627892|-0.027861208|-0.48604494|0.25105777|-0.04709056|0.11518655|0.13112772|0.5118517|-0.08463794|-0.5592625|0.31987208|0.33894518|-0.33140367|0.008790623|0.27842176|-0.77933156|-0.10765019|-0.30706877|-0.5126482|-0.35795856|1.0560327|0.06341166|-0.40243173|-0.14413157|0.18704017|0.63679683|0.19427523|-0.13237149|0.2668265|-0.15328708|-0.04199235|-0.49065274|-0.51574737|0.11911158|-0.17221297|-0.19588819|-0.29891843|0.058422763|-0.4193044|0.15123671|-0.31845525|0.29527366|-0.055337355|0.4511426|-0.14649875|0.15424937|-0.47991496|-0.9440614|0.22577488|-0.052836925|-0.2607265|-0.21026555|-0.27922547|0.11510244|0.03101258|-0.16217318|0.051303156|-0.33628747|0.2468413|-0.14755829|0.023185626|0.037879623|0.21668278|-0.13346396|0.35455585|-0.2992764|0.0634697|-0.5989726|0.10028018|-0.75031924|-0.705585|0.020202622|0.22415449|0.14724192|-0.20796391|-0.22949941|0.079026364|-0.031489074|-0.23200452|0.58137023|-0.1535787|0.052190438|0.47474083|-0.060615897|0.18528512|-0.33949387|0.4129811|-0.38712138|0.26586613|0.14274417|0.88239706|-0.07972531|0.05395192
1639;0.560274|-0.3791377|0.22993496|0.22408211|-0.3007363|0.40340745|-0.29968637|0.601872|-0.06657824|-0.38489756|0.5714267|-0.3648189|0.13846418|-0.3271943|0.6743065|-0.59403104|-0.18499205|0.43259707|0.47469366|-0.42856345|0.07207812|0.23703463|-0.52065265|-0.28074804|-0.271498|-0.38369387|-0.20037413|0.58759457|0.05779675|-0.45935738|-0.3192368|0.0012641083|0.46563128|0.057829384|-0.45725793|0.31867728|-0.37585598|0.20533885|-0.39154714|-0.44970176|-0.09699094|-0.3516216|-0.43105227|-0.442979|-0.024167873|-0.46383986|-0.33156592|0.015894398|0.3291277|0.18339999|0.34587774|-0.28688902|-0.32076868|0.01637791|-0.26138398|0.21864253|-0.34802765|-0.5248487|-0.13060966|-0.5038808|-0.14162469|0.19120166|0.42518046|-0.032865755|-0.023068646|0.22480871|-0.2564504|-0.088829875|0.05172403|0.19502729|-0.37222606|0.12378238|-0.30437133|-0.025275925|-0.43727913|0.149374|-0.33397433|-0.5434445|0.26121208|-0.13154113|0.045610905|-0.093251824|-0.24617943|-0.026904784|-0.42882738|-0.12583882|0.36445123|0.014372822|0.28854927|0.445605|-0.38055053|0.24223165|-0.40454113|0.18312895|-0.2280398|-0.11167258|-0.29578596|0.68535393|0.1936996|-0.2899174
1640;0.5094224|-0.41102737|0.30882293|0.3014489|-0.2691159|0.42395312|-0.34971493|0.58541036|-0.13758433|-0.4220531|0.5106147|-0.38220033|0.17260084|-0.3377701|0.6413308|-0.66630167|-0.17381358|0.41785246|0.4559514|-0.44785535|0.01027992|0.2019742|-0.43616566|-0.19973686|-0.21513274|-0.45672554|-0.22628337|0.6439107|0.05840606|-0.40802798|-0.32581222|-0.009212969|0.37626988|0.022816397|-0.5317714|0.2985211|-0.3731988|0.21229517|-0.44760126|-0.4488016|-0.10552627|-0.32911775|-0.40320942|-0.53680015|0.06365617|-0.4465409|-0.33745992|-0.005174525|0.30113596|0.273144|0.36533627|-0.30216575|-0.28348446|-0.022684084|-0.29932374|0.18844801|-0.36691236|-0.48943993|-0.12966141|-0.50148803|-0.16658515|0.14878741|0.33906952|0.009437028|0.019946115|0.19426295|-0.27173778|-0.09288432|0.018762961|0.19046015|-0.29405397|0.22416829|-0.37260136|-0.053679764|-0.4786179|0.18206945|-0.37309656|-0.5795445|0.28601068|-0.12990624|0.0757017|-0.01010986|-0.261845|0.03452577|-0.31484905|-0.10667228|0.31501544|0.0154694505|0.23638771|0.34082842|-0.34488484|0.23937218|-0.31995043|0.20694824|-0.20334521|-0.039666515|-0.19156055|0.68198264|0.25412574|-0.22209309
1641;0.5595322|-0.4524041|0.25273296|0.28946188|-0.33625412|0.39779943|-0.3327576|0.54720545|-0.10693352|-0.3810739|0.5074807|-0.41457638|0.13745168|-0.3072293|0.6612412|-0.61883134|-0.16932297|0.3516654|0.45945564|-0.46905217|0.106337205|0.20820242|-0.4951273|-0.2331238|-0.30447075|-0.39961952|-0.1494746|0.60306764|0.10360214|-0.43420118|-0.2966521|0.064512745|0.38818815|0.0357418|-0.43518364|0.2983232|-0.3924779|0.17553431|-0.45137548|-0.48648593|-0.080171674|-0.3741298|-0.4957603|-0.53377503|-0.003212709|-0.42468026|-0.34701577|0.0014630221|0.3027523|0.2852893|0.38954386|-0.27485496|-0.29016048|-0.08161571|-0.28949144|0.13808522|-0.37828398|-0.45798984|-0.12797862|-0.4339815|-0.13354234|0.18469262|0.43101227|-0.066911384|0.025580028|0.26214764|-0.25276223|-0.0400412|-0.004694734|0.18174584|-0.30841455|0.19919889|-0.33574268|-0.018073117|-0.45897642|0.1466056|-0.36222562|-0.56914014|0.2937423|-0.09153026|0.060828593|0.016353931|-0.31768063|0.009112153|-0.34523693|-0.082851686|0.33823943|0.097831935|0.23115881|0.37757215|-0.39330462|0.3197458|-0.3488263|0.22689986|-0.2003409|-0.1481771|-0.2645152|0.6718799|0.23656288|-0.20555891
1642;0.54952097|-0.49319056|0.16015378|0.12706502|-0.5061932|-0.03814879|-0.016659886|0.6743254|0.10113384|-0.45850813|0.49486265|-0.45917305|0.24875434|-0.3791788|0.34403107|-0.9413984|-0.06569416|0.24977335|0.36446336|-0.39555028|0.16386425|0.23860565|-0.48091516|-0.18223277|-0.51129484|-0.22853976|-0.49697432|0.6715931|0.012495533|-0.16068053|-0.06466505|0.026220506|0.2113165|0.00022792071|-0.7983435|0.57921886|-0.56127244|0.019696161|-0.35193643|-0.56414473|-0.10390939|-0.44442213|-0.6031574|-0.37455124|0.05880664|-0.46118554|-0.66595674|0.077972054|0.13720787|-0.06858863|0.38073605|-0.33412555|-0.087043345|0.10804285|0.103470474|-0.15969527|-0.645514|-0.62732416|0.32167077|-0.73539037|-0.24252751|0.20967089|0.32370237|-0.20380172|-0.45964554|-0.15097873|-0.1672702|-0.16809538|0.30591145|0.011845723|-0.36117834|0.2831809|-0.20583075|0.10053916|-0.6571053|0.019616902|0.005616784|-0.59176797|0.20199333|-0.2135694|0.1454462|-0.0036703125|-0.12355161|0.26262817|-0.047544837|0.026891917|-0.0059808493|0.10521704|0.5957084|0.3591993|-0.46225026|0.3038288|-0.35533533|0.13749611|-0.22029817|0.19006175|-0.34197888|1.0045835|0.5452917|-0.32178736
1643;0.5121334|-0.32810524|0.21389398|0.31483117|-0.19412483|0.3800506|-0.23802608|0.6865064|0.007450618|-0.3371269|0.4267851|-0.4823589|0.19567657|-0.3555977|0.6073151|-0.7468653|-0.29180405|0.3294366|0.53380114|-0.4019885|0.040652826|0.10459837|-0.35573196|-0.16023594|-0.32094768|-0.32072687|-0.23104422|0.56680423|-0.008239098|-0.5025851|-0.22074062|0.072444886|0.33992574|0.068640634|-0.398157|0.26338637|-0.3028214|0.1595903|-0.30403543|-0.4790493|-0.012602024|-0.38463217|-0.40120485|-0.3635827|0.11120328|-0.54724264|-0.34868297|-0.05505065|0.34634534|0.15982062|0.2467351|-0.28304842|-0.3305163|0.013152009|-0.24383871|0.074763246|-0.34384498|-0.4305049|-0.1224744|-0.39132577|-0.031562686|0.13031444|0.4873796|-0.030210279|0.0010766722|0.2684172|-0.2623895|-0.05265734|0.015446177|0.15130267|-0.36904743|0.21502815|-0.33743632|0.016981855|-0.43982458|0.089988336|-0.4935313|-0.5672437|0.16339236|-0.041358072|0.05596744|0.0395576|-0.25481462|-0.0768559|-0.33415097|0.11534654|0.2646895|0.18403277|0.18509196|0.39588222|-0.43944573|0.26378036|-0.33082944|0.14078683|0.018816575|0.021304019|-0.19954556|0.5766567|0.13576671|-0.26984406
1644;0.5962938|-0.41201818|0.24985322|0.24498618|-0.25101042|0.43744466|-0.2943992|0.54658216|-0.06946421|-0.45557523|0.5592847|-0.3678464|0.19411977|-0.30604225|0.64231175|-0.6657471|-0.13689376|0.3800814|0.44905213|-0.5110063|0.028183356|0.17806867|-0.51604646|-0.19177431|-0.2380191|-0.43099034|-0.14604692|0.61007196|0.1276782|-0.44077957|-0.29029205|0.04893978|0.38966858|0.016679619|-0.4840976|0.29524964|-0.43621784|0.2574089|-0.42567518|-0.4565829|-0.1711781|-0.32374328|-0.4581919|-0.48062846|-0.014400337|-0.42272794|-0.35510466|0.001340501|0.32727298|0.2311248|0.3991861|-0.35066736|-0.2809147|0.021432562|-0.23767571|0.22570704|-0.31485903|-0.52187085|-0.11436075|-0.49894157|-0.19763122|0.12202063|0.41209275|0.033493113|-0.063594095|0.1931273|-0.2886955|-0.030104596|0.0018650107|0.22664101|-0.3310082|0.13311541|-0.3321769|-0.065054424|-0.4968566|0.19980393|-0.37087226|-0.53608245|0.26268044|-0.13264191|0.056312736|-0.04258263|-0.33115864|-0.037682913|-0.38772237|-0.087381646|0.36267877|0.105783805|0.24550197|0.42006305|-0.4273861|0.22939368|-0.3558189|0.23235446|-0.2339032|-0.053044315|-0.2588868|0.66682726|0.24605788|-0.19491754
1645;0.68254584|-0.4270172|0.3817792|0.0014722347|-0.06860365|0.2734929|-0.52729666|0.523066|0.045164958|-0.7634654|0.58140016|-0.26081482|0.13202244|-0.70030403|0.76924014|-0.70746475|0.037294313|0.41051477|0.44576758|-0.26251873|-0.059775714|-0.007379204|-0.6266044|-0.4346391|-0.12377544|-0.29869565|-0.3236996|0.46574524|0.4597444|-0.4188274|-0.28309864|-0.07135068|0.2784138|0.19986287|-0.4012433|0.23262218|-0.22164501|0.09059727|-0.7294384|-0.72291267|-0.19367592|-0.52939355|-0.70977676|-0.50173783|0.15155208|-0.34759837|-0.32762355|-0.06559005|0.57703376|0.33667699|0.2862739|-0.35477528|-0.14529209|-0.07331116|-0.5170959|0.1616289|-0.6495938|-0.96046257|0.045936435|-0.3746515|0.3414829|-0.30054677|0.54434335|0.09460401|0.20385982|0.50204295|-0.5626608|0.3005827|0.17049643|0.24159545|-0.26557502|0.35329258|-0.5262644|0.31691742|-0.60712445|-0.084308594|-0.18283309|-0.39073563|0.20012054|-0.09461506|0.14711998|-0.2491824|-0.07486853|0.14102554|-0.16627064|-0.26405627|-0.14570671|-0.009197265|0.04280606|0.08957738|-0.64497054|0.26016727|-0.44274953|-0.23554666|0.13969034|0.059807114|-0.2788175|0.7816999|-0.007576242|-0.32499284
1646;0.6054395|-0.42504412|0.3256253|0.26402628|-0.25536728|0.40393713|-0.36878952|0.5444089|-0.08914739|-0.44834924|0.6038771|-0.3846245|0.15878074|-0.38875273|0.6027765|-0.62105805|-0.19507957|0.42194933|0.47280362|-0.40728387|0.02971061|0.15314789|-0.437633|-0.17700066|-0.28526634|-0.4353812|-0.19638342|0.6327108|0.09429173|-0.45922872|-0.3266149|-0.036223277|0.3959483|0.069203794|-0.49347845|0.35983935|-0.4244736|0.25860387|-0.34525353|-0.4438577|-0.17233866|-0.36146274|-0.4738117|-0.42255965|0.025307894|-0.5068172|-0.34289736|-0.0178673|0.23472449|0.29643402|0.38428843|-0.34263906|-0.34997094|-0.07024545|-0.27105156|0.1509592|-0.36429924|-0.500851|-0.08434908|-0.5245437|-0.2045547|0.21533687|0.40602434|-0.04732591|-0.03453566|0.2166685|-0.3381868|-0.056327004|-0.02502076|0.1910504|-0.34242487|0.14299259|-0.3203974|0.027547443|-0.55060834|0.11944544|-0.33458653|-0.56608295|0.25640738|-0.08589913|0.025238737|-0.028176498|-0.28003266|0.061947573|-0.37608546|-0.029673379|0.33040616|0.07533556|0.27859986|0.35667875|-0.4122126|0.23645218|-0.41913745|0.24684513|-0.21874684|-0.12547518|-0.19275527|0.6242964|0.20747468|-0.2188629
1647;0.51572865|-0.34226027|0.27498117|0.25768596|-0.27914992|0.44338995|-0.29894322|0.5584784|-0.09421874|-0.4442843|0.61891997|-0.3278627|0.16149576|-0.32946333|0.60845757|-0.6552894|-0.16156457|0.42357486|0.41892713|-0.41126162|0.09102305|0.24972513|-0.50500464|-0.23508981|-0.29276603|-0.43587223|-0.1900509|0.6128817|0.07378113|-0.48483217|-0.27652618|0.008467386|0.46572304|0.10883278|-0.4515908|0.36574298|-0.3784367|0.23501705|-0.3956321|-0.38354832|-0.1696838|-0.34995586|-0.4093823|-0.5157578|-0.0229644|-0.5087158|-0.34949753|0.08602366|0.30513114|0.23054616|0.347363|-0.2859811|-0.29539052|0.027253335|-0.26904792|0.19311672|-0.34288523|-0.53172195|-0.15385169|-0.46870497|-0.13232334|0.15811981|0.4185602|-0.009071223|0.011185909|0.21071224|-0.31413043|-0.06333948|0.06749305|0.25349972|-0.361562|0.19644305|-0.34309968|-0.048785523|-0.5161772|0.15622948|-0.4051696|-0.5368214|0.2678597|-0.14076577|0.04519958|-0.08854452|-0.31664202|0.0478306|-0.4290775|-0.10412793|0.33177155|0.10926087|0.21807203|0.37327462|-0.40768126|0.33086085|-0.3256649|0.17449586|-0.14242871|-0.05461556|-0.26379785|0.63654083|0.25472975|-0.28677514
1648;0.5333254|-0.41655236|0.295622|0.32457006|-0.23940772|0.41033357|-0.36147133|0.5979879|-0.09615206|-0.34077984|0.527127|-0.37785286|0.117338166|-0.352439|0.62499076|-0.64821625|-0.121841624|0.3462421|0.42980102|-0.41979066|0.089088686|0.2086322|-0.5394534|-0.17620559|-0.23652944|-0.3725|-0.15011926|0.56115836|0.025048424|-0.4782638|-0.28264776|-0.040800244|0.43164605|0.09120625|-0.4324656|0.25484434|-0.3735235|0.18145043|-0.38750258|-0.4397757|-0.13030273|-0.3386039|-0.40675038|-0.44640118|-0.0030450225|-0.44768813|-0.37222058|0.05406032|0.30843616|0.22613336|0.4010358|-0.31080833|-0.31209162|-0.020444328|-0.28548074|0.15423265|-0.36621588|-0.48546422|-0.09562956|-0.45664883|-0.1619877|0.22973973|0.42634258|0.03217588|0.03424652|0.17255849|-0.27473834|-0.055079788|0.04140698|0.23369268|-0.3483286|0.13051558|-0.3626771|0.026049936|-0.45958024|0.09972727|-0.3366505|-0.53184813|0.25033918|-0.09298928|0.019722514|-0.048038635|-0.32215595|0.012280893|-0.34881744|-0.12294656|0.3384564|0.07947612|0.23352158|0.37596175|-0.39369434|0.32120472|-0.42183834|0.25511098|-0.23340711|-0.08272529|-0.25495642|0.6257153|0.2549364|-0.21704021
1649;0.536508|-0.43673742|0.24878246|0.29133517|-0.26545867|0.3660634|-0.28957865|0.6074441|-0.050867964|-0.418308|0.5178255|-0.37281865|0.21845908|-0.3159912|0.66725683|-0.6320763|-0.11530995|0.3945009|0.4615102|-0.43920583|0.048867226|0.17630535|-0.44351754|-0.17187731|-0.2896559|-0.38764903|-0.21340194|0.6443101|0.040236145|-0.42422792|-0.26673213|0.030860847|0.42439407|0.083660424|-0.4792519|0.2806833|-0.35132575|0.23681657|-0.4366048|-0.39701995|-0.08218272|-0.33623192|-0.509469|-0.4396197|0.013045758|-0.4250608|-0.38695508|0.07429807|0.29153842|0.1877434|0.33270705|-0.2730837|-0.36785868|0.03030753|-0.20325126|0.20573081|-0.36328405|-0.5235495|-0.16834736|-0.52610135|-0.17378625|0.2075151|0.38996944|-0.008090857|0.029747711|0.16174471|-0.29751945|-0.014536884|-0.015130958|0.24072987|-0.30524516|0.16138633|-0.3738352|-0.06441827|-0.45388636|0.17705958|-0.327387|-0.56212395|0.27927068|-0.05161636|-0.0043596104|0.018405985|-0.24646077|-0.027517334|-0.38437158|-0.040273678|0.2715939|0.06156185|0.25930503|0.42296532|-0.3623582|0.29658443|-0.4266678|0.16830541|-0.16762346|-0.07760878|-0.27767414|0.6173405|0.2585075|-0.21460794
1650;0.5196373|-0.34170628|0.31842738|0.23319998|-0.30186138|0.40350863|-0.3564136|0.62122595|-0.033308078|-0.42798728|0.5257206|-0.4084784|0.18844129|-0.30890524|0.6340986|-0.6603453|-0.11705451|0.37603688|0.4338947|-0.42762372|0.07848269|0.2431987|-0.47527012|-0.20577092|-0.23928097|-0.35669273|-0.22879405|0.66309744|0.08665709|-0.43760994|-0.35412487|-0.0441264|0.42504808|0.10078347|-0.47325525|0.35425845|-0.4119318|0.16927642|-0.3393268|-0.44031286|-0.1453535|-0.36896428|-0.42301068|-0.5152852|-0.02223704|-0.5181195|-0.3492625|0.046998475|0.25255677|0.23400174|0.34825635|-0.28051567|-0.28159192|-0.04117778|-0.305976|0.24199557|-0.39361435|-0.5283787|-0.102144495|-0.5216978|-0.12819123|0.16323152|0.3694404|0.027176749|-0.017349401|0.16950226|-0.27687106|-0.07064744|0.059783958|0.24340478|-0.34776515|0.14099434|-0.27846432|-0.028550638|-0.49289918|0.120705426|-0.4386956|-0.57859015|0.21634418|-0.08656345|0.06299585|-0.019163635|-0.25209284|0.056160595|-0.31643918|-0.11977385|0.3251918|0.053865455|0.26622686|0.35216662|-0.40724298|0.29093915|-0.37521097|0.22578748|-0.20093593|-0.058523875|-0.20863871|0.637336|0.27026168|-0.19857007
1651;0.4384588|-0.26517612|0.26701728|0.20257935|-0.29283348|0.3519215|-0.21385495|0.54320383|0.18310106|-0.38311666|0.5609778|-0.3997744|-0.09450346|-0.15419446|0.6113142|-0.37370235|-0.44602716|0.4687231|0.6488026|-0.40540695|-0.052747954|0.06024091|-0.46667773|0.19251175|0.12060967|-0.51955277|-0.0848921|0.438036|0.41552687|-0.3107756|-0.21517242|0.074733704|0.022977352|0.13580936|-0.19300708|0.3902905|-0.57813764|0.22247255|-0.1234639|-0.47581336|0.1406341|-0.38208053|-0.17090604|-0.2218616|0.13394605|-0.6989938|-0.44996914|-0.05587221|0.13808593|-0.13047673|0.41563475|-0.2938967|-0.4195829|0.04974895|-0.43558052|-0.28643665|-0.32236475|-0.37557593|-0.13097061|-0.49686244|0.17612916|0.2532633|0.5667367|0.13099062|-0.060174756|0.20368342|-0.22001526|0.060339533|-0.13075884|0.04462497|-0.36094686|0.19886877|-0.34204698|0.2061585|-0.4725426|0.061525054|-0.7855387|-0.8778615|-0.09521833|-0.21301997|0.45144144|0.032990143|-0.02374646|-0.09277364|-0.023780346|0.27105284|0.4173583|0.020237274|0.3990421|0.31942818|-0.47140464|0.16875586|-0.4168857|0.43471974|-0.18718025|0.12248009|0.00470376|0.5826651|0.4702338|-0.3195553
1652;-0.026578307|-0.051954985|1.2998557|-0.19164741|0.19995779|0.6713112|-0.6949861|0.05755514|0.12531047|-1.1880009|0.86018306|-0.62085104|-0.23064786|1.0298157|0.66756254|0.14264202|-0.14613342|0.06027919|1.361205|-1.1124713|-0.07696304|-0.02532947|-0.41767824|-0.052368656|-0.34987924|-1.3787048|0.37997192|0.11832225|-0.78348094|-0.7726149|-0.9577942|-0.5719333|0.076808214|0.59306836|-0.50954217|0.49334234|-0.7509707|0.21200642|0.4211982|-1.6809161|0.18483366|-0.8528745|-0.5902258|-0.85827124|0.06261588|-0.80789924|-0.59913516|0.43000138|0.59589094|0.76592386|0.4395544|-0.5318613|-0.030582935|0.25552094|0.41310227|-0.24090305|-0.5608614|-1.5397854|-0.007598087|-0.5876699|0.036795065|-0.29296893|0.7423851|0.31384084|0.209738|0.7712182|0.9372517|0.24065587|-0.1595646|0.22823852|-0.41065738|0.9983324|0.15927985|0.8734988|-0.3885409|-0.39377248|-1.0033488|-0.13446665|-0.25866154|0.6623358|0.44244567|-0.29369554|-0.659057|0.2250655|-0.9985951|-0.044885077|0.33475134|-0.23129883|0.6453269|0.9091402|-0.0077809393|0.7619128|-0.45184842|-0.14434801|1.0942221|-1.2363766|-0.41724706|0.9961053|0.31336647|-0.3346563
